Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Season
1114,Dejounte Murray,PG,24,SAS,67,67,31.9,6.6,14.5,0.453,0.9,3.0,0.317,5.6,11.6,0.488,0.485,1.6,2.0,0.791,0.9,6.2,7.1,5.4,1.5,0.1,1.7,2.0,15.7,murrade01,2020_21
1115,Jamal Murray,PG,23,DEN,48,48,35.5,7.9,16.5,0.477,2.7,6.6,0.408,5.2,9.9,0.523,0.559,2.8,3.2,0.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2,murraja01,2020_21
1116,Mike Muscala,C,29,OKC,35,0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1.0,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7,muscami01,2020_21
1117,Svi Mykhailiuk,SF-SG,23,TOT,66,14,20.1,3.2,7.7,0.411,1.6,4.8,0.334,1.6,2.9,0.536,0.515,0.6,0.8,0.76,0.4,2.1,2.5,1.7,0.8,0.2,1.3,1.0,8.5,mykhasv01,2020_21
1118,Svi Mykhailiuk,SF,23,DET,36,5,17.6,2.3,6.2,0.377,1.6,4.8,0.333,0.8,1.4,0.519,0.504,0.7,0.8,0.8,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9,mykhasv01,2020_21
1119,Svi Mykhailiuk,SG,23,OKC,30,9,23.0,4.1,9.4,0.438,1.6,4.8,0.336,2.5,4.7,0.543,0.523,0.5,0.7,0.7,0.4,2.5,3.0,1.8,0.8,0.2,1.6,1.0,10.3,mykhasv01,2020_21
1120,Abdel Nader,SF,27,PHO,24,0,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.6,3.0,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7,naderab01,2020_21
1121,Larry Nance Jr.,PF,28,CLE,35,27,31.2,3.7,7.8,0.471,1.2,3.3,0.36,2.5,4.5,0.551,0.546,0.9,1.4,0.612,1.5,5.2,6.7,3.1,1.7,0.5,1.6,2.1,9.3,nancela02,2020_21
1122,Aaron Nesmith,SF,21,BOS,46,1,14.5,1.7,3.9,0.438,0.9,2.3,0.37,0.8,1.5,0.543,0.551,0.5,0.6,0.786,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,4.7,nesmiaa01,2020_21
1123,Raul Neto,PG,28,WAS,64,22,21.9,3.3,7.0,0.468,1.0,2.6,0.39,2.3,4.4,0.512,0.539,1.2,1.3,0.882,0.4,2.0,2.4,2.3,1.1,0.1,0.8,1.7,8.7,netora01,2020_21
1124,Georges Niang,PF,27,UTA,72,10,16.0,2.5,5.6,0.437,1.7,4.1,0.425,0.7,1.6,0.469,0.59,0.3,0.3,0.957,0.4,2.1,2.4,0.8,0.3,0.1,0.7,1.6,6.9,niangge01,2020_21
1125,Zeke Nnaji,PF,20,DEN,42,1,9.5,1.2,2.5,0.481,0.6,1.4,0.407,0.6,1.1,0.578,0.596,0.3,0.4,0.8,0.3,1.2,1.5,0.2,0.2,0.1,0.2,0.7,3.2,nnajize01,2020_21
1126,Nerlens Noel,C,26,NYK,64,41,24.2,2.1,3.5,0.614,0.0,0.0,0.0,2.1,3.4,0.623,0.614,0.8,1.1,0.714,2.2,4.2,6.4,0.7,1.1,2.2,1.0,2.8,5.1,noelne01,2020_21
1127,Jaylen Nowell,SG,21,MIN,42,0,18.1,3.4,8.0,0.424,1.2,3.6,0.333,2.2,4.4,0.497,0.499,1.1,1.3,0.818,0.5,1.8,2.3,1.5,0.5,0.3,0.7,1.7,9.0,nowelja01,2020_21
1128,Frank Ntilikina,PG,22,NYK,33,4,9.8,0.9,2.4,0.367,0.7,1.5,0.479,0.2,0.9,0.194,0.513,0.2,0.5,0.444,0.2,0.8,0.9,0.6,0.5,0.1,0.3,1.4,2.7,ntilila01,2020_21
1129,Kendrick Nunn,PG,25,MIA,56,44,29.5,5.7,11.8,0.485,2.2,5.7,0.381,3.5,6.0,0.583,0.578,1.0,1.1,0.933,0.4,2.8,3.2,2.6,0.9,0.3,1.4,1.9,14.6,nunnke01,2020_21
1130,James Nunnally,SF,30,NOP,9,0,5.3,0.6,1.4,0.385,0.4,1.3,0.333,0.1,0.1,1.0,0.538,0.1,0.2,0.5,0.2,0.8,1.0,0.3,0.0,0.0,0.2,0.1,1.7,nunnaja01,2020_21
1131,Jusuf Nurkić,C,26,POR,37,37,23.8,4.6,9.0,0.514,0.3,0.8,0.4,4.3,8.2,0.525,0.532,1.9,3.1,0.619,2.3,6.6,9.0,3.4,1.0,1.1,2.0,2.8,11.5,nurkiju01,2020_21
1132,David Nwaba,SF,28,HOU,30,9,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3.0,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2,nwabada01,2020_21
1133,Jordan Nwora,SF,22,MIL,30,2,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7,5.7,nworajo01,2020_21
1134,Royce O'Neale,SF,27,UTA,71,71,31.6,2.5,5.5,0.444,1.5,3.9,0.385,1.0,1.6,0.586,0.58,0.5,0.6,0.848,1.2,5.6,6.8,2.5,0.8,0.5,1.2,2.6,7.0,onealro01,2020_21
1135,Semi Ojeleye,PF,26,BOS,56,15,17.0,1.6,3.9,0.403,1.0,2.8,0.367,0.6,1.1,0.492,0.534,0.4,0.6,0.75,0.6,2.1,2.6,0.7,0.3,0.0,0.4,1.0,4.6,ojelese01,2020_21
1136,Jahlil Okafor,C,25,DET,27,2,12.9,2.3,3.8,0.618,0.1,0.3,0.222,2.3,3.4,0.656,0.627,0.6,0.9,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,1.4,5.4,okafoja01,2020_21
1137,Chuma Okeke,PF,22,ORL,45,19,25.2,3.0,7.2,0.417,1.1,3.1,0.348,1.9,4.1,0.47,0.492,0.7,0.9,0.75,0.9,3.1,4.0,2.2,1.1,0.5,0.8,1.1,7.8,okekech01,2020_21
1138,Josh Okogie,SG,22,MIN,59,37,20.3,1.7,4.3,0.402,0.5,1.8,0.269,1.2,2.5,0.5,0.459,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,2.1,5.4,okogijo01,2020_21
1139,Onyeka Okongwu,C,20,ATL,50,4,12.0,1.9,3.0,0.644,0.0,0.1,0.0,1.9,2.9,0.658,0.644,0.7,1.1,0.632,1.2,2.0,3.3,0.4,0.5,0.7,0.6,2.0,4.6,okongon01,2020_21
1140,Isaac Okoro,SG,20,CLE,67,67,32.4,3.5,8.3,0.42,0.9,3.2,0.29,2.6,5.1,0.501,0.476,1.7,2.3,0.726,1.0,2.1,3.1,1.9,0.9,0.4,1.3,2.8,9.6,okorois01,2020_21
1141,KZ Okpala,PF,21,MIA,37,9,12.1,1.0,2.6,0.375,0.3,1.4,0.24,0.6,1.2,0.522,0.438,0.2,0.4,0.533,0.6,1.3,1.8,0.5,0.3,0.3,0.4,1.6,2.5,okpalkz01,2020_21
1142,Victor Oladipo,SG,28,TOT,33,33,32.7,7.1,17.5,0.408,2.4,7.2,0.326,4.8,10.2,0.466,0.476,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,oladivi01,2020_21
1143,Victor Oladipo,SG,28,IND,9,9,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,oladivi01,2020_21
1144,Victor Oladipo,SG,28,HOU,20,20,33.5,7.8,19.1,0.407,2.5,7.7,0.32,5.3,11.4,0.465,0.471,3.3,4.2,0.783,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2,oladivi01,2020_21
1145,Victor Oladipo,SG,28,MIA,4,4,27.8,4.0,10.8,0.372,1.0,4.3,0.235,3.0,6.5,0.462,0.419,3.0,4.5,0.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12.0,oladivi01,2020_21
1146,Cameron Oliver,SF,24,HOU,4,0,21.8,4.8,8.3,0.576,1.0,3.3,0.308,3.8,5.0,0.75,0.636,0.3,1.0,0.25,1.3,4.0,5.3,1.3,0.5,1.0,0.8,2.8,10.8,oliveca01,2020_21
1147,Kelly Olynyk,C-PF,29,TOT,70,62,28.5,4.8,10.0,0.484,1.8,5.3,0.342,3.0,4.7,0.641,0.574,2.1,2.5,0.829,1.2,5.7,7.0,2.9,1.1,0.6,1.8,3.0,13.5,olynyke01,2020_21
1148,Kelly Olynyk,C,29,MIA,43,38,26.9,3.8,8.7,0.431,1.8,5.7,0.317,2.0,3.1,0.639,0.533,0.7,0.9,0.775,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9,10.0,olynyke01,2020_21
1149,Kelly Olynyk,PF,29,HOU,27,24,31.1,6.5,11.9,0.545,1.8,4.6,0.392,4.7,7.3,0.643,0.621,4.2,5.0,0.844,1.6,6.9,8.4,4.1,1.4,0.6,2.6,3.1,19.0,olynyke01,2020_21
1150,Miye Oni,SG,23,UTA,54,0,9.6,0.6,1.8,0.354,0.6,1.6,0.341,0.1,0.2,0.455,0.505,0.1,0.1,0.833,0.4,1.1,1.6,0.5,0.2,0.1,0.3,1.1,1.9,onimi01,2020_21
1151,Cedi Osman,SF,25,CLE,59,26,25.6,3.7,9.9,0.374,1.7,5.5,0.306,2.0,4.4,0.458,0.458,1.3,1.6,0.8,0.6,2.8,3.4,2.9,0.9,0.2,1.4,2.0,10.4,osmande01,2020_21
1152,Daniel Oturu,C,21,LAC,30,0,5.4,0.7,1.7,0.423,0.0,0.2,0.2,0.7,1.6,0.447,0.433,0.3,0.4,0.75,0.7,0.9,1.6,0.3,0.1,0.2,0.3,0.8,1.8,oturuda01,2020_21
1153,Kelly Oubre Jr.,SF,25,GSW,55,50,30.7,5.8,13.2,0.439,1.6,5.2,0.316,4.1,8.0,0.519,0.501,2.2,3.2,0.695,1.5,4.5,6.0,1.3,1.0,0.8,1.3,2.2,15.4,oubreke01,2020_21
1154,Jabari Parker,PF,25,TOT,13,0,12.7,2.3,4.2,0.545,0.2,0.8,0.182,2.2,3.4,0.636,0.564,0.8,1.0,0.769,0.8,2.5,3.2,0.8,0.1,0.4,0.8,1.0,5.5,parkeja01,2020_21
1155,Jabari Parker,PF,25,SAC,3,0,9.0,1.3,2.3,0.571,0.0,0.3,0.0,1.3,2.0,0.667,0.571,0.0,0.0,,0.3,1.7,2.0,0.3,0.0,0.3,1.0,1.3,2.7,parkeja01,2020_21
1156,Jabari Parker,PF,25,BOS,10,0,13.8,2.6,4.8,0.542,0.2,1.0,0.2,2.4,3.8,0.632,0.563,1.0,1.3,0.769,0.9,2.7,3.6,1.0,0.1,0.4,0.7,0.9,6.4,parkeja01,2020_21
1157,Eric Paschall,PF,24,GSW,40,2,17.4,3.7,7.5,0.497,0.5,1.4,0.333,3.3,6.1,0.533,0.527,1.7,2.4,0.713,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5,pascher01,2020_21
1158,Anžejs Pasečņiks,C,25,WAS,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,pasecan01,2020_21
1159,Patrick Patterson,PF,31,LAC,38,5,15.3,1.9,4.3,0.436,1.1,2.9,0.357,0.8,1.4,0.604,0.558,0.3,0.4,0.765,0.5,1.5,2.0,0.8,0.4,0.2,0.3,1.2,5.2,pattepa01,2020_21
1160,Justin Patton,C,23,HOU,13,6,19.0,2.2,5.4,0.414,0.7,2.6,0.265,1.5,2.8,0.556,0.479,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4,pattoju01,2020_21
1161,Chris Paul,PG,35,PHO,70,70,31.4,6.3,12.6,0.499,1.5,3.7,0.395,4.8,8.9,0.543,0.557,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,paulch01,2020_21
1162,Cameron Payne,PG,26,PHO,60,1,18.0,3.2,6.6,0.484,1.2,2.8,0.44,2.0,3.8,0.515,0.576,0.8,0.9,0.893,0.3,2.1,2.4,3.6,0.6,0.3,1.0,1.6,8.4,payneca01,2020_21
1163,Elfrid Payton,PG,26,NYK,63,63,23.6,4.3,9.9,0.432,0.4,1.6,0.286,3.8,8.3,0.46,0.455,1.2,1.7,0.682,1.0,2.4,3.4,3.2,0.7,0.1,1.6,1.8,10.1,paytoel01,2020_21
1165,Norvel Pelle,C,27,TOT,13,0,6.5,0.6,1.2,0.533,0.0,0.0,,0.6,1.2,0.533,0.533,0.3,0.5,0.667,0.5,1.0,1.5,0.2,0.1,0.7,0.2,1.1,1.5,pelleno01,2020_21
1166,Norvel Pelle,C,27,BRK,3,0,9.3,1.0,2.3,0.429,0.0,0.0,,1.0,2.3,0.429,0.429,0.0,0.0,,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0,pelleno01,2020_21
1168,Norvel Pelle,C,27,NYK,9,0,5.8,0.6,0.8,0.714,0.0,0.0,,0.6,0.8,0.714,0.714,0.1,0.2,0.5,0.2,1.0,1.2,0.1,0.1,0.7,0.0,0.4,1.2,pelleno01,2020_21
1169,Reggie Perry,PF,20,BRK,26,0,8.1,1.2,3.0,0.41,0.2,0.8,0.19,1.1,2.2,0.491,0.436,0.4,0.5,0.769,1.0,1.8,2.8,0.5,0.2,0.2,0.6,1.5,3.0,perryre01,2020_21
1171,Mason Plumlee,C,30,DET,56,56,26.8,4.2,6.8,0.614,0.0,0.1,0.0,4.2,6.7,0.626,0.614,2.0,3.0,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.4,plumlma01,2020_21
1172,Jakob Poeltl,C,25,SAS,69,51,26.7,3.8,6.2,0.616,0.0,0.0,,3.8,6.2,0.616,0.616,0.9,1.8,0.508,3.2,4.8,7.9,1.9,0.7,1.8,1.2,2.5,8.6,poeltja01,2020_21
1174,Aleksej Pokusevski,PF,19,OKC,45,28,24.2,3.1,9.1,0.341,1.3,4.6,0.28,1.8,4.5,0.403,0.412,0.7,0.9,0.738,0.7,4.0,4.7,2.2,0.4,0.9,2.2,1.3,8.2,pokusal01,2020_21
1175,Jordan Poole,SG,21,GSW,51,7,19.4,4.0,9.3,0.432,1.9,5.4,0.351,2.1,3.9,0.545,0.535,2.1,2.3,0.882,0.3,1.5,1.8,1.9,0.5,0.2,1.0,1.7,12.0,poolejo01,2020_21
1177,Kevin Porter Jr.,SG,20,HOU,26,23,32.1,6.0,14.1,0.425,1.9,6.2,0.311,4.1,7.9,0.515,0.493,2.7,3.6,0.734,0.8,3.0,3.8,6.3,0.7,0.3,3.5,2.3,16.6,porteke02,2020_21
1178,Michael Porter Jr.,SF,22,DEN,61,54,31.3,7.3,13.4,0.542,2.8,6.3,0.445,4.5,7.1,0.628,0.646,1.7,2.2,0.791,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1,19.0,portemi01,2020_21
1179,Otto Porter Jr.,SF-PF,27,TOT,28,6,21.6,3.5,8.1,0.432,1.4,3.7,0.375,2.1,4.4,0.48,0.518,1.3,1.5,0.857,1.0,4.4,5.4,2.0,0.6,0.1,0.9,1.5,9.7,porteot01,2020_21
1180,Otto Porter Jr.,SF,27,CHI,25,6,21.6,3.6,8.1,0.441,1.5,3.8,0.4,2.0,4.3,0.477,0.535,1.2,1.5,0.838,1.1,4.4,5.5,2.0,0.5,0.2,1.0,1.5,9.9,porteot01,2020_21
1181,Otto Porter Jr.,PF,27,ORL,3,0,22.0,3.0,8.3,0.36,0.3,3.0,0.111,2.7,5.3,0.5,0.38,1.7,1.7,1.0,0.0,4.7,4.7,1.7,1.3,0.0,0.0,1.3,8.0,porteot01,2020_21
1182,Bobby Portis,C,25,MIL,66,7,20.8,4.7,9.1,0.523,1.1,2.4,0.471,3.6,6.7,0.542,0.585,0.8,1.1,0.74,1.9,5.2,7.1,1.1,0.8,0.4,0.8,1.7,11.4,portibo01,2020_21
1183,Kristaps Porziņģis,C,25,DAL,43,43,30.9,7.6,15.9,0.476,2.3,6.0,0.376,5.3,9.9,0.536,0.547,2.7,3.2,0.855,1.9,7.0,8.9,1.6,0.5,1.3,1.2,2.7,20.1,porzikr01,2020_21
1184,Dwight Powell,C,29,DAL,58,19,16.7,2.1,3.3,0.619,0.1,0.4,0.238,2.0,3.0,0.665,0.631,1.7,2.1,0.782,1.4,2.7,4.0,1.1,0.6,0.5,0.7,2.3,5.9,poweldw01,2020_21
1185,Norman Powell,SG-SF,27,TOT,69,58,32.0,6.3,13.3,0.477,2.5,6.0,0.411,3.9,7.3,0.532,0.57,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.6,powelno01,2020_21
1186,Norman Powell,SG,27,TOR,42,31,30.4,6.7,13.5,0.498,2.8,6.4,0.439,3.9,7.1,0.552,0.602,3.4,3.9,0.865,0.5,2.5,3.0,1.8,1.1,0.2,1.8,2.3,19.6,powelno01,2020_21
1187,Norman Powell,SF,27,POR,27,27,34.4,5.8,13.0,0.443,2.0,5.4,0.361,3.8,7.6,0.502,0.518,3.5,4.0,0.88,0.9,2.4,3.3,1.9,1.3,0.4,1.6,2.3,17.0,powelno01,2020_21
1188,Taurean Prince,PF,26,TOT,41,10,22.1,3.2,8.0,0.401,1.5,3.8,0.4,1.7,4.2,0.401,0.495,1.6,1.9,0.855,0.5,3.0,3.5,1.9,0.7,0.6,1.1,1.8,9.5,princta02,2020_21
1189,Taurean Prince,PF,26,BRK,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.351,1.4,3.1,0.459,0.493,2.0,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,princta02,2020_21
1190,Taurean Prince,PF,26,CLE,29,6,23.7,3.5,8.7,0.399,1.7,4.1,0.415,1.8,4.7,0.385,0.496,1.4,1.7,0.837,0.6,3.1,3.7,2.4,0.7,0.5,1.2,1.9,10.1,princta02,2020_21
1191,Payton Pritchard,SG,23,BOS,66,4,19.2,2.8,6.3,0.44,1.5,3.8,0.411,1.2,2.6,0.482,0.562,0.6,0.7,0.889,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6,7.7,pritcpa01,2020_21
1192,Immanuel Quickley,PG,21,NYK,64,3,19.4,3.6,9.1,0.395,1.8,4.7,0.389,1.7,4.3,0.401,0.497,2.4,2.7,0.891,0.4,1.8,2.1,2.0,0.5,0.2,0.9,1.8,11.4,quickim01,2020_21
1193,Jahmi'us Ramsey,SG,19,SAC,13,0,7.2,1.2,2.9,0.395,0.4,1.5,0.263,0.8,1.5,0.526,0.461,0.4,0.4,1.0,0.2,0.6,0.8,0.5,0.3,0.1,0.2,0.6,3.1,ramseja01,2020_21
1194,Chasson Randle,PG,27,ORL,41,5,20.4,2.2,5.8,0.388,1.1,3.2,0.338,1.2,2.6,0.449,0.481,0.9,1.2,0.792,0.2,1.8,2.0,1.8,0.5,0.1,1.1,1.6,6.5,randlch01,2020_21
1195,Julius Randle,PF,26,NYK,71,71,37.6,8.5,18.6,0.456,2.3,5.5,0.411,6.2,13.1,0.474,0.516,4.9,6.0,0.811,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2,24.1,randlju01,2020_21
1196,Cam Reddish,SF,21,ATL,26,21,28.8,3.7,10.1,0.365,1.3,4.8,0.262,2.4,5.3,0.46,0.428,2.6,3.2,0.817,0.8,3.2,4.0,1.3,1.3,0.3,1.3,2.6,11.2,reddica01,2020_21
1197,J.J. Redick,SG,36,TOT,44,0,16.4,2.4,6.1,0.397,1.5,4.0,0.371,0.9,2.0,0.449,0.521,1.1,1.2,0.942,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1,7.4,redicjj01,2020_21
1198,J.J. Redick,SG,36,NOP,31,0,18.6,2.8,6.9,0.407,1.6,4.5,0.364,1.2,2.4,0.486,0.526,1.5,1.5,0.957,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7,redicjj01,2020_21
1199,J.J. Redick,SG,36,DAL,13,0,11.3,1.5,4.1,0.358,1.2,2.9,0.395,0.3,1.2,0.267,0.5,0.3,0.4,0.8,0.1,0.8,0.9,0.8,0.2,0.1,0.8,1.0,4.4,redicjj01,2020_21
1200,Paul Reed,PF,21,PHI,26,0,6.8,1.6,3.0,0.538,0.0,0.2,0.0,1.6,2.8,0.583,0.538,0.2,0.3,0.5,1.2,1.2,2.3,0.5,0.4,0.5,0.5,1.1,3.4,reedpa01,2020_21
1201,Naz Reid,C,21,MIN,70,15,19.2,4.3,8.3,0.523,0.9,2.5,0.351,3.5,5.8,0.597,0.576,1.6,2.4,0.693,1.2,3.4,4.6,1.0,0.5,1.1,1.0,2.6,11.2,reidna01,2020_21
1202,Cameron Reynolds,SF,25,TOT,5,0,8.0,1.2,3.6,0.333,0.6,2.4,0.25,0.6,1.2,0.5,0.417,0.0,0.0,,0.4,0.6,1.0,0.4,0.0,0.0,0.0,0.4,3.0,reynoca01,2020_21
1204,Cameron Reynolds,SF,25,HOU,2,0,17.0,2.5,8.0,0.313,1.5,6.0,0.25,1.0,2.0,0.5,0.406,0.0,0.0,,1.0,1.5,2.5,1.0,0.0,0.0,0.0,1.0,6.5,reynoca01,2020_21
1206,Josh Richardson,SG,27,DAL,59,56,30.3,4.5,10.5,0.427,1.5,4.5,0.33,3.0,5.9,0.501,0.498,1.7,1.8,0.917,0.9,2.4,3.3,2.6,1.0,0.4,1.3,2.2,12.1,richajo01,2020_21
1208,Austin Rivers,SG,28,TOT,36,7,23.5,2.9,6.8,0.424,1.5,4.1,0.369,1.4,2.7,0.51,0.537,0.6,0.9,0.71,0.2,2.1,2.3,2.3,0.8,0.1,1.0,1.8,7.9,riverau01,2020_21
1209,Austin Rivers,SG,28,NYK,21,2,21.0,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.533,0.5,0.7,0.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3,riverau01,2020_21
1210,Austin Rivers,SG,28,DEN,15,5,26.9,3.1,7.3,0.418,1.8,4.8,0.375,1.3,2.5,0.5,0.541,0.8,1.1,0.706,0.2,2.1,2.3,2.6,1.2,0.1,0.9,2.1,8.7,riverau01,2020_21
1211,Andre Roberson,SG,29,BRK,5,0,12.6,0.4,2.8,0.143,0.2,1.6,0.125,0.2,1.2,0.167,0.179,0.2,0.4,0.5,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2,roberan03,2020_21
1212,Duncan Robinson,SF,26,MIA,72,72,31.4,4.4,10.0,0.439,3.5,8.5,0.408,0.9,1.4,0.625,0.614,0.9,1.0,0.827,0.1,3.4,3.5,1.8,0.6,0.3,1.1,2.5,13.1,robindu01,2020_21
1213,Glenn Robinson III,SF,27,SAC,23,2,16.0,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1.0,0.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3,robingl02,2020_21
1214,Jerome Robinson,SG,23,WAS,17,6,17.9,1.6,5.6,0.295,0.6,2.5,0.262,1.0,3.1,0.321,0.353,0.9,1.2,0.8,0.2,2.0,2.2,1.5,0.7,0.4,1.1,1.8,4.9,robinje01,2020_21
1215,Justin Robinson,PG,23,OKC,9,0,9.8,0.8,2.3,0.333,0.4,1.6,0.286,0.3,0.8,0.429,0.429,0.3,0.6,0.6,0.1,0.7,0.8,1.0,0.3,0.0,0.2,1.1,2.3,robinju01,2020_21
1216,Mitchell Robinson,C,22,NYK,31,29,27.5,3.7,5.7,0.653,0.0,0.0,,3.7,5.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,robinmi01,2020_21
1217,Isaiah Roby,PF,22,OKC,61,34,23.4,3.4,7.0,0.483,0.5,1.8,0.294,2.9,5.2,0.547,0.52,1.4,1.9,0.744,1.5,4.1,5.6,1.8,0.9,0.6,1.9,2.7,8.7,robyis01,2020_21
1218,Rajon Rondo,PG,34,TOT,45,3,17.1,2.1,4.8,0.442,0.8,2.0,0.404,1.3,2.8,0.468,0.526,0.4,0.4,0.941,0.4,2.0,2.4,4.4,0.8,0.1,1.8,1.2,5.4,rondora01,2020_21
1219,Rajon Rondo,PG,34,ATL,27,2,14.9,1.6,4.1,0.4,0.6,1.7,0.378,1.0,2.4,0.415,0.477,0.0,0.1,0.5,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9,3.9,rondora01,2020_21
1220,Rajon Rondo,PG,34,LAC,18,1,20.4,2.8,5.8,0.486,1.1,2.4,0.432,1.8,3.4,0.525,0.576,0.8,0.8,1.0,0.8,2.3,3.1,5.8,1.0,0.1,2.2,1.6,7.6,rondora01,2020_21
1221,Derrick Rose,PG,32,TOT,50,3,25.6,5.7,12.2,0.47,1.0,2.6,0.388,4.7,9.6,0.492,0.511,2.2,2.5,0.866,0.4,2.2,2.6,4.2,1.0,0.4,1.6,1.1,14.7,rosede01,2020_21
1222,Derrick Rose,PG,32,DET,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,rosede01,2020_21
1223,Derrick Rose,PG,32,NYK,35,3,26.8,5.9,12.2,0.487,1.1,2.6,0.411,4.9,9.6,0.507,0.53,1.9,2.2,0.883,0.4,2.5,2.9,4.2,0.9,0.4,1.4,1.1,14.9,rosede01,2020_21
1224,Terrence Ross,SG,29,ORL,46,2,29.3,5.5,13.4,0.412,1.9,5.7,0.337,3.6,7.7,0.469,0.485,2.6,3.0,0.87,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9,15.6,rosste01,2020_21
1225,Terry Rozier,SG,26,CHO,69,69,34.5,7.4,16.4,0.45,3.2,8.3,0.389,4.2,8.2,0.512,0.548,2.4,2.9,0.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7,20.4,roziete01,2020_21
1226,Ricky Rubio,PG,30,MIN,68,51,26.1,2.8,7.3,0.388,1.0,3.1,0.308,1.9,4.2,0.447,0.454,1.9,2.2,0.867,0.4,2.9,3.3,6.4,1.4,0.1,1.6,2.0,8.6,rubiori01,2020_21
1227,D'Angelo Russell,PG,24,MIN,42,26,28.5,6.7,15.5,0.431,2.9,7.4,0.387,3.8,8.1,0.471,0.523,2.7,3.5,0.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6,19.0,russeda01,2020_21
1228,Domantas Sabonis,PF,24,IND,62,62,36.0,7.8,14.6,0.535,0.8,2.6,0.321,7.0,12.0,0.582,0.564,3.9,5.3,0.732,2.4,9.5,12.0,6.7,1.2,0.5,3.4,3.3,20.3,sabondo01,2020_21
1229,Luka Šamanić,PF,21,SAS,33,4,9.3,1.4,3.2,0.448,0.4,1.3,0.279,1.1,1.9,0.565,0.505,0.5,0.9,0.552,0.5,1.6,2.1,0.5,0.2,0.2,0.6,1.3,3.7,samanlu01,2020_21
1230,JaKarr Sampson,PF,27,IND,29,4,10.9,1.9,3.9,0.496,0.1,0.5,0.2,1.8,3.4,0.541,0.509,0.7,1.0,0.655,0.9,1.7,2.7,0.1,0.1,0.5,0.5,1.8,4.6,sampsja02,2020_21
