Pos,Player,Rk,Season,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
C,Jonas Valančiūnas,592,2019_20,6.2,10.6,0.5,1.3,5.7,9.3,2.1,2.9,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6
F,Denzel Valentine,593,2019_20,2.7,6.6,1.3,3.8,1.4,2.8,0.2,0.2,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4
G,Fred VanVleet,597,2019_20,5.9,14.3,2.7,6.9,3.2,7.4,3.1,3.7,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4
G,Gabe Vincent,598,2019_20,0.9,4.1,0.7,3.0,0.2,1.1,0.0,0.0,0.0,0.6,0.6,0.7,0.6,0.0,0.1,0.7
C,Noah Vonleh,599,2019_20,1.4,2.6,0.1,0.4,1.4,2.1,0.7,0.9,1.0,2.4,3.4,0.8,0.3,0.2,0.6,1.1
C,Noah Vonleh,600,2019_20,1.6,3.0,0.1,0.5,1.6,2.5,0.8,1.0,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.2
C,Nikola Vučević,602,2019_20,8.0,16.7,1.6,4.7,6.4,12.0,2.1,2.7,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2
F,Dean Wade,603,2019_20,0.8,1.1,0.2,0.3,0.6,0.8,0.0,0.1,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7
C,Moritz Wagner,604,2019_20,3.2,5.9,0.6,1.8,2.7,4.1,1.7,2.1,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4
G,Dion Waiters,605,2019_20,4.1,9.9,1.5,4.7,2.6,5.2,1.4,1.7,0.2,2.2,2.4,2.0,0.4,0.6,1.6,2.1
G,Dion Waiters,606,2019_20,3.3,8.7,2.7,5.7,0.7,3.0,0.0,0.3,0.0,3.7,3.7,1.0,0.0,0.7,1.0,1.7
G,Dion Waiters,607,2019_20,4.4,10.4,1.0,4.3,3.4,6.1,2.0,2.3,0.3,1.6,1.9,2.4,0.6,0.6,1.9,2.3
G,Kemba Walker,608,2019_20,6.8,15.9,3.2,8.4,3.5,7.4,3.7,4.3,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6
G,Lonnie Walker IV,609,2019_20,2.5,5.9,0.7,1.7,1.8,4.2,0.7,1.0,0.4,1.9,2.3,1.1,0.5,0.2,0.7,1.3
G,Tyrone Wallace,610,2019_20,1.0,3.1,0.1,1.1,0.9,2.1,0.8,1.2,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4
G,Derrick Walton,611,2019_20,0.7,1.5,0.4,0.9,0.3,0.6,0.3,0.3,0.1,0.5,0.6,1.0,0.3,0.0,0.2,0.8
G,Derrick Walton,612,2019_20,0.7,1.6,0.4,0.9,0.3,0.7,0.3,0.4,0.1,0.6,0.7,1.0,0.2,0.0,0.2,0.8
G,Derrick Walton,613,2019_20,0.3,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.7,1.0,0.0,0.3,0.7
G,Brad Wanamaker,614,2019_20,2.3,5.1,0.5,1.4,1.8,3.7,1.8,1.9,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9
F,T.J. Warren,615,2019_20,8.0,14.9,1.4,3.4,6.6,11.5,2.5,3.0,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8
F,P.J. Washington,616,2019_20,4.6,10.2,1.5,4.0,3.1,6.2,1.5,2.3,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7
F,Yuta Watanabe,617,2019_20,0.8,1.9,0.2,0.4,0.7,1.4,0.2,0.4,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.5
G,Tremont Waters,618,2019_20,1.3,4.5,0.4,2.2,0.9,2.3,0.7,0.7,0.0,1.1,1.1,1.5,0.9,0.2,1.4,1.2
F,Paul Watson,619,2019_20,1.0,2.6,0.4,1.2,0.6,1.4,0.7,0.9,0.2,1.5,1.7,0.8,0.4,0.1,0.3,0.5
F,Paul Watson,620,2019_20,0.0,3.5,0.0,1.5,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.5,0.5,0.0,0.0,0.5
F,Paul Watson,621,2019_20,1.3,2.4,0.5,1.1,0.8,1.3,0.9,1.1,0.3,1.6,1.9,0.6,0.4,0.1,0.4,0.5
G,Quinndary Weatherspoon,622,2019_20,0.5,1.5,0.1,0.5,0.4,1.1,0.1,0.2,0.1,0.5,0.6,1.0,0.3,0.1,0.5,0.7
G,Russell Westbrook,623,2019_20,10.6,22.5,1.0,3.7,9.6,18.7,5.1,6.7,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5
G,Coby White,624,2019_20,4.8,12.2,2.0,5.8,2.8,6.4,1.6,2.0,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8
G,Derrick White,625,2019_20,3.7,8.1,1.2,3.2,2.6,4.9,2.6,3.1,0.5,2.8,3.3,3.5,0.6,0.9,1.3,2.2
C,Hassan Whiteside,626,2019_20,6.5,10.5,0.1,0.1,6.4,10.4,2.4,3.6,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9
F,Andrew Wiggins,627,2019_20,8.1,18.1,2.1,6.2,6.0,11.9,3.5,5.0,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4
F,Andrew Wiggins,628,2019_20,8.4,18.8,2.2,6.5,6.2,12.3,3.5,4.9,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4
F,Andrew Wiggins,629,2019_20,7.2,15.7,1.7,4.9,5.5,10.8,3.4,5.1,1.5,3.1,4.6,3.6,1.3,1.4,2.1,2.2
F,Grant Williams,630,2019_20,1.3,3.1,0.3,1.4,0.9,1.7,0.6,0.8,0.9,1.7,2.6,1.0,0.4,0.5,0.7,2.4
F,Johnathan Williams,631,2019_20,1.3,2.3,0.0,0.1,1.3,2.1,0.5,0.9,1.6,2.7,4.3,0.5,0.1,0.5,0.3,1.1
F,Kenrich Williams,632,2019_20,1.3,3.8,0.6,2.5,0.7,1.3,0.2,0.7,1.3,3.5,4.8,1.5,0.7,0.5,0.6,2.3
G,Lou Williams,633,2019_20,6.0,14.4,1.7,4.8,4.3,9.6,4.5,5.2,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2
F,Marvin Williams,634,2019_20,2.1,4.6,1.0,2.7,1.1,1.9,0.8,1.0,0.5,2.6,3.2,1.0,0.6,0.5,0.6,1.8
F,Marvin Williams,635,2019_20,2.3,5.1,1.1,2.9,1.2,2.3,1.0,1.2,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7
F,Marvin Williams,636,2019_20,1.5,3.4,0.7,2.3,0.8,1.1,0.4,0.4,0.9,3.5,4.4,1.1,0.6,0.5,0.5,1.9
C,Robert Williams,637,2019_20,2.2,3.0,0.0,0.0,2.2,3.0,0.8,1.2,1.4,3.0,4.4,0.9,0.8,1.2,0.7,1.8
G,Nigel Williams-Goss,638,2019_20,0.5,1.6,0.2,0.7,0.3,0.9,0.2,0.2,0.2,0.4,0.6,0.6,0.3,0.1,0.3,0.6
F,Zion Williamson,639,2019_20,8.8,15.0,0.3,0.6,8.5,14.4,4.8,7.4,2.7,3.6,6.3,2.1,0.7,0.4,2.5,1.8
F,D.J. Wilson,640,2019_20,1.4,3.6,0.5,2.0,0.9,1.6,0.3,0.5,0.3,2.2,2.5,0.7,0.1,0.1,0.5,0.9
G,Justise Winslow,641,2019_20,4.5,11.7,0.5,2.5,4.0,9.3,1.6,2.5,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5
F,Christian Wood,642,2019_20,4.6,8.2,0.9,2.3,3.8,5.9,2.9,3.9,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6
G,Delon Wright,643,2019_20,2.6,5.6,0.6,1.7,2.0,3.9,1.1,1.4,1.0,2.9,3.8,3.3,1.2,0.3,1.0,1.3
G,Justin Wright-Foreman,644,2019_20,1.8,5.0,0.5,2.5,1.3,2.5,0.8,1.0,0.0,1.3,1.3,1.8,0.5,0.0,0.8,1.3
F,Thaddeus Young,645,2019_20,4.2,9.4,1.2,3.5,3.0,5.9,0.7,1.1,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1
G,Trae Young,646,2019_20,9.1,20.8,3.4,9.5,5.7,11.4,8.0,9.3,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7
C,Cody Zeller,647,2019_20,4.3,8.3,0.3,1.3,4.0,7.0,2.1,3.1,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4
C,Ante Žižić,649,2019_20,1.9,3.3,0.0,0.0,1.9,3.3,0.6,0.9,0.8,2.2,3.0,0.3,0.3,0.2,0.5,1.2
C,Ivica Zubac,650,2019_20,3.3,5.3,0.0,0.0,3.3,5.3,1.7,2.3,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3
F,Precious Achiuwa,651,2020_21,2.0,3.7,0.0,0.0,2.0,3.7,0.9,1.8,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5
C,Steven Adams,653,2020_21,3.3,5.3,0.0,0.1,3.3,5.3,1.0,2.3,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9
C,Bam Adebayo,654,2020_21,7.1,12.5,0.0,0.1,7.1,12.4,4.4,5.5,2.2,6.7,9.0,5.4,1.2,1.0,2.6,2.3
C,LaMarcus Aldridge,655,2020_21,5.4,11.4,1.2,3.1,4.2,8.3,1.6,1.8,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8
C,LaMarcus Aldridge,656,2020_21,5.5,11.8,1.3,3.6,4.2,8.2,1.5,1.8,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7
C,LaMarcus Aldridge,657,2020_21,5.0,9.6,0.8,1.0,4.2,8.6,2.0,2.0,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2
G,Nickeil Alexander-Walker,659,2020_21,4.2,10.0,1.7,4.8,2.5,5.2,1.0,1.4,0.3,2.8,3.1,2.2,1.0,0.5,1.5,1.9
G,Grayson Allen,660,2020_21,3.5,8.3,2.1,5.5,1.3,2.8,1.6,1.8,0.4,2.8,3.2,2.2,0.9,0.2,1.0,1.4
C,Jarrett Allen,661,2020_21,4.7,7.7,0.1,0.3,4.6,7.3,3.2,4.6,3.1,6.9,10.0,1.7,0.5,1.4,1.6,1.5
C,Jarrett Allen,662,2020_21,3.7,5.4,0.0,0.0,3.7,5.4,3.8,5.1,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8
C,Jarrett Allen,663,2020_21,5.0,8.2,0.1,0.4,4.9,7.8,3.1,4.5,3.1,6.8,9.9,1.7,0.5,1.4,1.5,1.5
F,Al-Farouq Aminu,664,2020_21,1.7,4.3,0.3,1.6,1.3,2.7,0.8,1.0,1.0,3.8,4.8,1.3,0.8,0.4,1.2,1.3
F,Al-Farouq Aminu,665,2020_21,2.1,5.2,0.4,1.8,1.7,3.4,0.8,1.0,1.2,4.2,5.4,1.7,1.0,0.5,1.5,1.3
F,Al-Farouq Aminu,666,2020_21,0.3,1.7,0.2,1.0,0.2,0.7,0.7,0.8,0.3,2.8,3.2,0.3,0.3,0.0,0.5,1.2
F,Kyle Anderson,667,2020_21,4.5,9.5,1.4,3.8,3.1,5.8,2.1,2.7,0.8,5.0,5.7,3.6,1.2,0.8,1.2,1.7
F,Giannis Antetokounmpo,668,2020_21,10.3,18.0,1.1,3.6,9.2,14.4,6.5,9.5,1.6,9.4,11.0,5.9,1.2,1.2,3.4,2.8
F,Thanasis Antetokounmpo,670,2020_21,1.2,2.4,0.1,0.5,1.1,1.9,0.4,0.9,0.9,1.2,2.2,0.8,0.4,0.2,0.8,1.3
F,Carmelo Anthony,671,2020_21,4.7,11.3,1.9,4.7,2.8,6.6,2.0,2.2,0.5,2.6,3.1,1.5,0.7,0.6,0.9,2.1
G,Cole Anthony,672,2020_21,4.7,11.7,1.2,3.7,3.4,8.1,2.3,2.8,0.8,3.9,4.7,4.1,0.6,0.4,2.3,2.1
F,OG Anunoby,673,2020_21,5.8,12.1,2.4,6.1,3.4,6.0,1.9,2.4,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7
G,Ryan Arcidiacono,674,2020_21,1.1,2.7,0.6,1.5,0.5,1.1,0.3,0.5,0.1,1.4,1.5,1.3,0.2,0.0,0.2,1.1
F,Trevor Ariza,675,2020_21,3.3,8.0,1.7,4.8,1.6,3.3,1.1,1.5,0.9,3.9,4.8,1.8,1.0,0.6,0.7,1.8
G,D.J. Augustin,676,2020_21,2.4,6.0,1.5,3.8,0.9,2.2,1.5,1.6,0.4,1.3,1.6,3.3,0.5,0.0,1.1,1.0
G,D.J. Augustin,677,2020_21,1.9,5.2,1.3,3.5,0.6,1.7,1.0,1.1,0.3,1.1,1.4,3.0,0.5,0.0,0.9,0.9
G,D.J. Augustin,678,2020_21,3.2,7.6,1.7,4.4,1.5,3.2,2.5,2.7,0.5,1.8,2.2,3.9,0.4,0.0,1.6,1.2
F,Deni Avdija,679,2020_21,2.4,5.8,1.0,3.1,1.4,2.7,0.5,0.8,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6
C,Deandre Ayton,680,2020_21,6.2,10.0,0.1,0.3,6.2,9.7,1.9,2.5,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8
G,Dwayne Bacon,682,2020_21,4.1,10.1,0.8,2.9,3.2,7.2,2.0,2.4,0.4,2.7,3.1,1.3,0.6,0.1,0.6,1.4
F,Marvin Bagley III,683,2020_21,5.7,11.4,0.9,2.5,4.9,8.9,1.8,3.1,2.5,4.9,7.4,1.0,0.5,0.5,1.4,2.3
G,LaMelo Ball,684,2020_21,5.7,13.2,1.8,5.1,3.9,8.1,2.5,3.2,1.2,4.7,5.9,6.1,1.6,0.4,2.8,2.7
G,Lonzo Ball,685,2020_21,5.3,12.7,3.1,8.3,2.1,4.5,0.9,1.2,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9
C,Mo Bamba,686,2020_21,3.1,6.5,0.8,2.6,2.3,4.0,1.0,1.4,1.7,4.1,5.8,0.8,0.3,1.3,0.8,1.9
G,Desmond Bane,687,2020_21,3.4,7.3,1.7,4.0,1.7,3.4,0.6,0.7,0.5,2.6,3.1,1.7,0.6,0.2,0.9,1.8
F,Harrison Barnes,688,2020_21,5.5,11.1,1.7,4.4,3.8,6.7,3.4,4.1,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3
G,RJ Barrett,689,2020_21,6.5,14.7,1.7,4.3,4.8,10.4,2.9,3.8,0.9,4.8,5.8,3.0,0.7,0.3,1.9,2.6
F,Will Barton,690,2020_21,4.6,10.9,1.8,4.6,2.9,6.3,1.7,2.2,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7
F,Keita Bates-Diop,691,2020_21,1.0,2.2,0.2,0.6,0.8,1.7,0.5,0.7,0.3,1.3,1.6,0.4,0.4,0.2,0.2,0.4
F,Nicolas Batum,692,2020_21,2.9,6.1,1.6,4.1,1.2,2.1,0.7,0.9,0.7,4.0,4.7,2.2,1.0,0.6,0.8,1.5
C,Aron Baynes,693,2020_21,2.5,5.7,0.5,1.9,2.0,3.8,0.5,0.8,1.6,3.5,5.2,0.9,0.3,0.4,0.9,2.2
F,Kent Bazemore,694,2020_21,2.6,5.9,1.1,2.7,1.5,3.1,0.8,1.2,0.4,3.0,3.4,1.6,1.0,0.5,1.2,2.4
F,Darius Bazley,695,2020_21,5.0,12.5,1.5,5.2,3.5,7.3,2.3,3.2,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1
G,Bradley Beal,696,2020_21,11.2,23.0,2.2,6.2,9.0,16.8,6.8,7.7,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3
G,Malik Beasley,697,2020_21,7.1,16.2,3.5,8.7,3.7,7.5,1.8,2.2,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7
C,Jordan Bell,698,2020_21,1.2,3.7,0.0,0.3,1.2,3.3,0.2,0.3,1.2,2.8,4.0,1.2,0.5,0.8,0.7,1.2
C,Jordan Bell,699,2020_21,1.4,4.0,0.0,0.4,1.4,3.6,0.0,0.0,1.2,2.6,3.8,1.0,0.6,0.6,0.6,1.0
C,Jordan Bell,700,2020_21,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,5.0,2.0,0.0,2.0,1.0,2.0
F,DeAndre' Bembry,701,2020_21,2.3,4.5,0.3,1.0,2.0,3.4,0.9,1.3,0.6,2.2,2.9,2.1,1.0,0.4,1.4,1.7
F,Dāvis Bertāns,702,2020_21,3.4,8.4,3.0,7.5,0.4,0.9,1.8,2.0,0.3,2.6,2.9,0.9,0.6,0.2,0.6,2.4
G,Patrick Beverley,703,2020_21,2.5,5.9,1.5,3.8,1.0,2.1,1.0,1.2,0.8,2.4,3.2,2.1,0.8,0.8,0.9,2.9
F,Saddiq Bey,704,2020_21,4.0,9.9,2.5,6.6,1.5,3.3,1.8,2.1,0.6,3.9,4.5,1.4,0.7,0.2,0.9,1.6
C,Khem Birch,706,2020_21,2.8,5.7,0.2,0.8,2.6,4.9,1.4,1.9,2.6,3.2,5.8,1.3,0.7,0.7,0.7,1.7
C,Khem Birch,707,2020_21,2.0,4.4,0.1,0.4,1.9,3.9,1.3,1.8,2.4,2.6,5.1,1.1,0.7,0.6,0.5,1.4
C,Khem Birch,708,2020_21,5.0,9.0,0.5,1.6,4.5,7.4,1.5,2.3,3.0,4.6,7.6,1.9,0.8,1.2,1.1,2.4
C,Goga Bitadze,709,2020_21,1.8,4.3,0.4,1.8,1.4,2.6,1.0,1.4,1.3,2.0,3.3,0.8,0.2,1.3,0.4,2.1
C,Bismack Biyombo,710,2020_21,2.2,3.7,0.0,0.0,2.2,3.7,0.7,1.6,2.1,3.2,5.3,1.2,0.3,1.1,1.1,2.1
F,Nemanja Bjelica,711,2020_21,2.4,5.3,0.7,2.3,1.7,3.0,1.0,1.4,0.8,2.6,3.4,1.9,0.4,0.1,0.9,1.8
F,Nemanja Bjelica,712,2020_21,2.7,5.8,0.7,2.2,2.0,3.5,1.2,1.6,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8
F,Nemanja Bjelica,713,2020_21,1.8,4.2,0.9,2.5,0.9,1.7,0.5,0.8,0.5,2.0,2.5,1.8,0.6,0.3,0.5,1.8
G,Eric Bledsoe,714,2020_21,4.3,10.3,1.7,5.0,2.6,5.3,1.9,2.7,0.4,3.0,3.4,3.8,0.8,0.3,1.6,1.6
G,Bogdan Bogdanović,716,2020_21,6.1,12.8,3.3,7.6,2.8,5.3,0.9,1.0,0.5,3.2,3.6,3.3,1.1,0.3,1.2,2.3
F,Bojan Bogdanović,717,2020_21,5.6,12.8,2.5,6.4,3.1,6.4,3.2,3.7,0.6,3.3,3.9,1.9,0.6,0.1,1.8,1.6
F,Bol Bol,718,2020_21,0.8,1.8,0.3,0.8,0.5,1.1,0.3,0.5,0.0,0.8,0.8,0.2,0.1,0.3,0.4,0.4
G,Jordan Bone,720,2020_21,1.6,3.9,0.7,2.3,0.9,1.6,0.0,0.0,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8
F,Isaac Bonga,721,2020_21,0.8,2.0,0.3,1.2,0.4,0.9,0.1,0.2,0.5,1.2,1.7,0.6,0.3,0.2,0.6,1.6
G,Devin Booker,722,2020_21,9.3,19.2,1.9,5.5,7.4,13.7,5.1,5.9,0.5,3.7,4.2,4.3,0.8,0.2,3.1,2.7
C,Chris Boucher,723,2020_21,4.8,9.3,1.5,3.9,3.3,5.4,2.5,3.2,2.0,4.8,6.7,1.1,0.6,1.9,0.8,2.8
G,Avery Bradley,725,2020_21,2.4,6.3,1.2,3.7,1.1,2.6,0.4,0.6,0.3,1.8,2.1,1.7,0.8,0.1,1.0,2.0
G,Avery Bradley,726,2020_21,3.1,6.6,1.6,3.8,1.5,2.8,0.7,0.9,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6
G,Avery Bradley,727,2020_21,1.9,6.2,1.0,3.7,0.9,2.5,0.3,0.4,0.4,1.9,2.3,1.9,0.8,0.1,1.1,1.7
C,Tony Bradley,728,2020_21,3.1,4.7,0.0,0.1,3.1,4.6,0.9,1.3,2.0,3.7,5.7,0.9,0.4,0.7,0.8,1.5
C,Tony Bradley,729,2020_21,2.6,3.8,0.0,0.1,2.6,3.7,0.4,0.6,2.0,3.3,5.2,0.9,0.3,0.7,0.3,1.4
C,Tony Bradley,730,2020_21,3.6,5.5,0.0,0.1,3.6,5.5,1.4,2.0,2.1,4.0,6.1,0.9,0.4,0.8,1.2,1.5
F,Ignas Brazdeikis,732,2020_21,2.7,6.4,0.8,2.2,1.8,4.2,0.8,1.1,0.8,2.6,3.5,1.3,0.3,0.2,0.9,1.7
F,Ignas Brazdeikis,734,2020_21,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
F,Ignas Brazdeikis,735,2020_21,4.4,9.9,1.4,3.4,3.0,6.5,1.0,1.5,1.3,3.9,5.1,2.0,0.5,0.4,1.4,2.8
F,Mikal Bridges,736,2020_21,5.0,9.3,1.9,4.4,3.2,4.9,1.5,1.8,1.1,3.2,4.3,2.1,1.1,0.9,0.8,1.6
F,Miles Bridges,737,2020_21,4.7,9.4,1.8,4.4,3.0,5.0,1.5,1.7,1.2,4.8,6.0,2.2,0.7,0.8,1.6,2.2
C,Amida Brimah,738,2020_21,1.0,1.6,0.0,0.0,1.0,1.6,0.6,0.6,0.4,1.2,1.6,0.2,0.0,1.0,0.8,0.8
F,Oshae Brissett,739,2020_21,3.5,7.2,1.6,3.7,1.9,3.5,2.4,3.1,1.4,4.1,5.5,0.9,0.9,1.0,0.5,1.5
G,Malcolm Brogdon,740,2020_21,7.9,17.5,2.6,6.7,5.3,10.8,2.7,3.2,1.0,4.2,5.3,5.9,0.9,0.3,2.1,2.0
G,Armoni Brooks,741,2020_21,3.9,9.6,3.0,7.9,0.9,1.8,0.4,0.6,0.5,2.9,3.4,1.5,0.6,0.3,1.1,1.7
F,Dillon Brooks,742,2020_21,6.4,15.4,1.9,5.6,4.5,9.8,2.4,2.9,0.8,2.1,2.9,2.3,1.2,0.4,1.8,3.5
G,Bruce Brown,743,2020_21,3.6,6.5,0.3,0.9,3.4,5.6,1.3,1.8,1.7,3.7,5.4,1.6,0.9,0.4,0.8,2.2
G,Charlie Brown Jr.,744,2020_21,1.4,4.8,0.6,2.3,0.9,2.4,1.0,1.1,0.3,1.6,1.9,1.0,0.4,0.2,0.7,2.1
G,Jaylen Brown,745,2020_21,9.3,19.2,2.8,7.1,6.5,12.1,3.3,4.3,1.2,4.8,6.0,3.4,1.2,0.6,2.7,2.9
C,Moses Brown,746,2020_21,3.4,6.2,0.0,0.0,3.4,6.2,1.8,2.9,3.6,5.3,8.9,0.2,0.7,1.1,1.0,2.2
G,Sterling Brown,747,2020_21,2.9,6.6,1.8,4.2,1.2,2.4,0.5,0.6,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9
F,Troy Brown Jr.,748,2020_21,1.8,4.2,0.6,2.1,1.2,2.2,0.4,0.6,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4
F,Troy Brown Jr.,749,2020_21,1.6,4.2,0.7,2.2,0.9,2.0,0.5,0.7,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4
F,Troy Brown Jr.,750,2020_21,2.2,4.2,0.6,1.8,1.6,2.4,0.4,0.5,0.7,2.7,3.4,0.8,0.5,0.2,0.4,1.5
G,Jalen Brunson,751,2020_21,4.8,9.2,1.2,2.9,3.6,6.3,1.8,2.2,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6
G,Elijah Bryant,752,2020_21,6.0,13.0,1.0,5.0,5.0,8.0,3.0,3.0,2.0,4.0,6.0,3.0,0.0,1.0,4.0,4.0
C,Thomas Bryant,753,2020_21,5.9,9.1,0.9,2.1,5.0,7.0,1.6,2.4,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1
F,Reggie Bullock,754,2020_21,3.8,8.6,2.5,6.1,1.3,2.5,0.8,0.8,0.2,3.2,3.4,1.5,0.8,0.2,0.7,2.2
G,Trey Burke,755,2020_21,2.4,5.7,0.9,2.6,1.5,3.0,0.8,0.9,0.2,0.7,0.9,1.3,0.6,0.1,0.5,1.0
G,Alec Burks,756,2020_21,4.3,10.2,2.1,5.0,2.2,5.2,2.1,2.4,0.4,4.2,4.6,2.2,0.6,0.3,1.0,2.1
F,Jimmy Butler,757,2020_21,7.0,14.2,0.5,2.0,6.6,12.2,6.9,8.0,1.8,5.1,6.9,7.1,2.1,0.3,2.1,1.4
F,Bruno Caboclo,758,2020_21,1.3,2.8,0.0,0.8,1.3,2.0,0.2,0.3,0.5,1.8,2.3,0.2,0.0,0.3,0.7,1.0
G,Kentavious Caldwell-Pope,760,2020_21,3.3,7.6,1.8,4.4,1.5,3.2,1.4,1.7,0.4,2.3,2.7,1.9,0.9,0.4,1.0,1.7
G,Facundo Campazzo,761,2020_21,1.8,4.8,1.2,3.3,0.7,1.5,1.2,1.4,0.3,1.7,2.1,3.6,1.2,0.2,1.1,2.0
F,Vlatko Čančar,762,2020_21,0.8,1.8,0.2,0.8,0.6,1.0,0.2,0.3,0.3,1.0,1.2,0.3,0.3,0.0,0.3,0.4
G,Devin Cannady,763,2020_21,1.4,3.5,0.8,2.0,0.6,1.5,0.8,0.9,0.0,0.6,0.6,0.1,0.6,0.1,0.3,1.1
C,Clint Capela,764,2020_21,6.6,11.0,0.0,0.0,6.6,11.0,2.1,3.6,4.7,9.6,14.3,0.8,0.7,2.0,1.2,2.3
C,Vernon Carey Jr.,765,2020_21,0.9,1.9,0.1,0.4,0.9,1.5,0.5,0.6,0.3,1.1,1.4,0.1,0.1,0.3,0.3,0.7
G,Jevon Carter,766,2020_21,1.6,3.7,0.9,2.5,0.6,1.2,0.1,0.1,0.3,1.3,1.5,1.2,0.5,0.2,0.3,0.9
C,Wendell Carter Jr.,767,2020_21,4.3,8.5,0.3,0.9,4.0,7.5,2.4,3.3,2.4,5.8,8.2,1.9,0.6,0.8,1.4,2.7
C,Wendell Carter Jr.,768,2020_21,4.0,7.9,0.3,0.7,3.8,7.2,2.6,3.5,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3.0
C,Wendell Carter Jr.,769,2020_21,4.6,9.3,0.3,1.3,4.3,8.0,2.2,3.1,2.8,6.0,8.8,1.6,0.8,0.8,1.3,2.3
G,Michael Carter-Williams,770,2020_21,3.4,8.7,0.5,2.0,2.9,6.7,1.6,2.6,1.3,3.2,4.5,4.2,0.8,0.5,2.2,2.6
G,Alex Caruso,771,2020_21,2.3,5.3,0.9,2.4,1.3,2.9,0.8,1.3,0.5,2.4,2.9,2.8,1.1,0.3,1.3,1.9
C,Willie Cauley-Stein,772,2020_21,2.2,3.4,0.0,0.2,2.2,3.2,0.9,1.5,1.2,3.2,4.5,0.7,0.4,0.8,0.5,2.4
G,Chris Chiozza,773,2020_21,1.4,4.0,0.6,1.9,0.8,2.1,0.6,0.8,0.1,1.0,1.1,3.0,0.3,0.3,0.7,0.9
F,Marquese Chriss,774,2020_21,2.5,7.0,0.5,2.5,2.0,4.5,1.0,2.0,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5
F,Gary Clark,775,2020_21,1.0,3.4,0.8,2.8,0.2,0.6,0.2,0.3,0.8,2.1,2.9,0.8,0.3,0.2,0.4,0.9
F,Gary Clark,776,2020_21,1.1,3.7,0.9,3.1,0.3,0.7,0.2,0.3,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1.0
