Pos,Player,Rk,Season,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
G,CJ McCollum,1078,2020_21,8.6,18.8,3.6,8.9,5.0,9.9,2.3,2.8,0.6,3.3,3.9,4.7,0.9,0.4,1.4,1.9
G,T.J. McConnell,1079,2020_21,4.0,7.1,0.2,0.7,3.8,6.4,0.5,0.7,0.8,2.9,3.7,6.6,1.9,0.3,2.0,1.6
F,Jaden McDaniels,1080,2020_21,2.6,5.8,1.1,3.1,1.5,2.7,0.4,0.7,0.8,2.9,3.7,1.1,0.6,1.0,0.7,2.7
F,Jalen McDaniels,1081,2020_21,2.8,6.0,0.7,2.2,2.1,3.8,1.0,1.4,1.0,2.6,3.6,1.1,0.6,0.4,1.0,2.0
F,Doug McDermott,1082,2020_21,5.4,10.1,1.7,4.3,3.7,5.7,1.2,1.5,0.9,2.4,3.3,1.3,0.3,0.1,0.8,1.8
F,Sean McDermott,1083,2020_21,0.7,1.8,0.3,1.2,0.4,0.6,0.4,0.4,0.3,0.7,1.1,0.2,0.1,0.2,0.2,0.4
C,JaVale McGee,1084,2020_21,3.1,6.1,0.1,0.5,3.0,5.6,1.0,1.5,1.7,3.5,5.2,0.8,0.4,1.2,1.3,2.6
C,JaVale McGee,1085,2020_21,3.4,6.5,0.2,0.6,3.2,5.9,1.1,1.7,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4
C,JaVale McGee,1086,2020_21,2.5,5.2,0.0,0.3,2.5,4.8,0.6,0.9,1.8,3.5,5.3,0.5,0.2,1.1,1.2,3.2
G,Rodney McGruder,1087,2020_21,2.3,4.4,0.7,1.5,1.6,2.9,0.4,0.5,0.5,0.9,1.4,1.0,0.5,0.1,0.4,0.8
F,Alfonzo McKinnie,1088,2020_21,1.2,2.4,0.4,1.0,0.8,1.4,0.3,0.5,0.6,0.8,1.4,0.2,0.2,0.0,0.1,0.7
G,Jordan McLaughlin,1089,2020_21,2.0,4.7,0.6,1.8,1.3,2.9,0.5,0.6,0.4,1.7,2.1,3.8,1.0,0.1,1.0,0.9
G,Ben McLemore,1090,2020_21,2.5,6.9,1.8,5.3,0.7,1.6,0.7,1.0,0.3,1.6,1.9,0.7,0.4,0.2,0.8,1.7
G,Ben McLemore,1091,2020_21,2.5,7.0,1.7,5.2,0.8,1.8,0.7,1.0,0.3,1.7,2.1,0.9,0.6,0.1,0.9,1.6
G,Ben McLemore,1092,2020_21,2.6,6.7,2.0,5.4,0.6,1.3,0.8,1.0,0.2,1.4,1.6,0.5,0.1,0.3,0.7,1.8
F,Nicolò Melli,1093,2020_21,1.0,3.1,0.5,1.9,0.5,1.2,0.4,0.6,0.6,2.1,2.7,1.0,0.3,0.1,0.3,1.3
F,Nicolò Melli,1094,2020_21,0.7,2.7,0.3,1.7,0.4,1.0,0.3,0.3,0.5,2.0,2.6,1.1,0.4,0.0,0.3,1.3
F,Nicolò Melli,1095,2020_21,1.3,3.6,0.7,2.1,0.7,1.5,0.6,0.8,0.7,2.1,2.8,0.8,0.2,0.1,0.2,1.3
G,De'Anthony Melton,1096,2020_21,3.3,7.6,1.7,4.1,1.6,3.5,0.8,1.0,0.6,2.5,3.1,2.5,1.2,0.6,1.3,1.6
G,Sam Merrill,1097,2020_21,1.1,2.4,0.7,1.6,0.4,0.8,0.1,0.1,0.2,0.8,1.0,0.7,0.3,0.0,0.3,0.6
C,Chimezie Metu,1098,2020_21,2.5,5.0,0.4,1.0,2.2,3.9,0.9,1.2,0.9,2.3,3.1,0.8,0.4,0.5,0.8,1.6
F,Khris Middleton,1099,2020_21,7.5,15.8,2.2,5.4,5.3,10.4,3.1,3.5,0.8,5.2,6.0,5.4,1.1,0.1,2.6,2.4
F,Darius Miller,1100,2020_21,1.2,2.7,0.9,2.3,0.3,0.3,0.7,0.7,0.1,1.2,1.3,1.2,0.7,0.3,0.4,0.7
G,Patty Mills,1101,2020_21,3.7,9.0,2.4,6.3,1.3,2.7,1.0,1.1,0.3,1.4,1.7,2.4,0.6,0.0,1.0,1.2
F,Paul Millsap,1102,2020_21,3.4,7.2,0.9,2.6,2.5,4.6,1.3,1.8,1.4,3.3,4.7,1.8,0.9,0.6,0.9,2.0
G,Shake Milton,1103,2020_21,4.8,10.6,1.1,3.2,3.6,7.4,2.3,2.8,0.5,1.8,2.3,3.1,0.6,0.3,1.6,2.1
G,Donovan Mitchell,1104,2020_21,9.0,20.6,3.4,8.7,5.7,11.9,5.0,6.0,0.9,3.5,4.4,5.2,1.0,0.3,2.8,2.2
G,Malik Monk,1106,2020_21,4.1,9.5,2.0,5.0,2.1,4.5,1.4,1.7,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1
G,E'Twaun Moore,1107,2020_21,2.0,4.5,0.4,1.3,1.6,3.2,0.4,0.5,0.5,1.1,1.7,1.5,0.6,0.2,0.9,1.2
G,Ja Morant,1108,2020_21,6.8,15.2,1.2,3.8,5.7,11.4,4.3,5.9,0.9,3.1,4.0,7.4,0.9,0.2,3.2,1.4
F,Juwan Morgan,1109,2020_21,0.5,1.0,0.1,0.4,0.3,0.6,0.1,0.2,0.3,0.7,1.0,0.3,0.1,0.0,0.1,0.7
F,Marcus Morris,1110,2020_21,4.8,10.2,2.5,5.2,2.4,5.1,1.3,1.6,0.6,3.5,4.1,1.0,0.6,0.3,1.0,2.1
F,Markieff Morris,1111,2020_21,2.5,6.2,1.1,3.4,1.4,2.8,0.6,0.8,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7
G,Monte Morris,1112,2020_21,4.0,8.2,1.1,2.9,2.9,5.4,1.2,1.6,0.2,1.8,2.0,3.2,0.7,0.3,0.7,1.0
G,Mychal Mulder,1113,2020_21,2.0,4.4,1.4,3.6,0.6,0.9,0.2,0.4,0.1,0.9,1.0,0.4,0.2,0.2,0.3,0.9
G,Dejounte Murray,1114,2020_21,6.6,14.5,0.9,3.0,5.6,11.6,1.6,2.0,0.9,6.2,7.1,5.4,1.5,0.1,1.7,2.0
G,Jamal Murray,1115,2020_21,7.9,16.5,2.7,6.6,5.2,9.9,2.8,3.2,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0
C,Mike Muscala,1116,2020_21,3.4,7.6,1.9,5.3,1.5,2.4,0.9,1.0,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5
G,Svi Mykhailiuk,1117,2020_21,3.2,7.7,1.6,4.8,1.6,2.9,0.6,0.8,0.4,2.1,2.5,1.7,0.8,0.2,1.3,1.0
F,Svi Mykhailiuk,1118,2020_21,2.3,6.2,1.6,4.8,0.8,1.4,0.7,0.8,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9
G,Svi Mykhailiuk,1119,2020_21,4.1,9.4,1.6,4.8,2.5,4.7,0.5,0.7,0.4,2.5,3.0,1.8,0.8,0.2,1.6,1.0
F,Abdel Nader,1120,2020_21,2.4,4.8,0.8,1.8,1.6,3.0,1.2,1.5,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4
F,Larry Nance Jr.,1121,2020_21,3.7,7.8,1.2,3.3,2.5,4.5,0.9,1.4,1.5,5.2,6.7,3.1,1.7,0.5,1.6,2.1
F,Aaron Nesmith,1122,2020_21,1.7,3.9,0.9,2.3,0.8,1.5,0.5,0.6,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9
G,Raul Neto,1123,2020_21,3.3,7.0,1.0,2.6,2.3,4.4,1.2,1.3,0.4,2.0,2.4,2.3,1.1,0.1,0.8,1.7
F,Georges Niang,1124,2020_21,2.5,5.6,1.7,4.1,0.7,1.6,0.3,0.3,0.4,2.1,2.4,0.8,0.3,0.1,0.7,1.6
F,Zeke Nnaji,1125,2020_21,1.2,2.5,0.6,1.4,0.6,1.1,0.3,0.4,0.3,1.2,1.5,0.2,0.2,0.1,0.2,0.7
C,Nerlens Noel,1126,2020_21,2.1,3.5,0.0,0.0,2.1,3.4,0.8,1.1,2.2,4.2,6.4,0.7,1.1,2.2,1.0,2.8
G,Jaylen Nowell,1127,2020_21,3.4,8.0,1.2,3.6,2.2,4.4,1.1,1.3,0.5,1.8,2.3,1.5,0.5,0.3,0.7,1.7
G,Frank Ntilikina,1128,2020_21,0.9,2.4,0.7,1.5,0.2,0.9,0.2,0.5,0.2,0.8,0.9,0.6,0.5,0.1,0.3,1.4
G,Kendrick Nunn,1129,2020_21,5.7,11.8,2.2,5.7,3.5,6.0,1.0,1.1,0.4,2.8,3.2,2.6,0.9,0.3,1.4,1.9
F,James Nunnally,1130,2020_21,0.6,1.4,0.4,1.3,0.1,0.1,0.1,0.2,0.2,0.8,1.0,0.3,0.0,0.0,0.2,0.1
C,Jusuf Nurkić,1131,2020_21,4.6,9.0,0.3,0.8,4.3,8.2,1.9,3.1,2.3,6.6,9.0,3.4,1.0,1.1,2.0,2.8
F,David Nwaba,1132,2020_21,3.5,7.3,0.6,2.1,3.0,5.2,1.6,2.3,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0
F,Jordan Nwora,1133,2020_21,2.1,4.5,0.9,2.1,1.1,2.4,0.6,0.8,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7
F,Royce O'Neale,1134,2020_21,2.5,5.5,1.5,3.9,1.0,1.6,0.5,0.6,1.2,5.6,6.8,2.5,0.8,0.5,1.2,2.6
F,Semi Ojeleye,1135,2020_21,1.6,3.9,1.0,2.8,0.6,1.1,0.4,0.6,0.6,2.1,2.6,0.7,0.3,0.0,0.4,1.0
C,Jahlil Okafor,1136,2020_21,2.3,3.8,0.1,0.3,2.3,3.4,0.6,0.9,0.9,1.6,2.4,0.5,0.2,0.2,0.8,1.4
F,Chuma Okeke,1137,2020_21,3.0,7.2,1.1,3.1,1.9,4.1,0.7,0.9,0.9,3.1,4.0,2.2,1.1,0.5,0.8,1.1
G,Josh Okogie,1138,2020_21,1.7,4.3,0.5,1.8,1.2,2.5,1.4,1.8,1.1,1.6,2.6,1.1,0.9,0.5,0.7,2.1
C,Onyeka Okongwu,1139,2020_21,1.9,3.0,0.0,0.1,1.9,2.9,0.7,1.1,1.2,2.0,3.3,0.4,0.5,0.7,0.6,2.0
G,Isaac Okoro,1140,2020_21,3.5,8.3,0.9,3.2,2.6,5.1,1.7,2.3,1.0,2.1,3.1,1.9,0.9,0.4,1.3,2.8
F,KZ Okpala,1141,2020_21,1.0,2.6,0.3,1.4,0.6,1.2,0.2,0.4,0.6,1.3,1.8,0.5,0.3,0.3,0.4,1.6
G,Victor Oladipo,1142,2020_21,7.1,17.5,2.4,7.2,4.8,10.2,3.2,4.2,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5
G,Victor Oladipo,1143,2020_21,7.1,16.9,2.8,7.7,4.3,9.2,3.0,4.1,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6
G,Victor Oladipo,1144,2020_21,7.8,19.1,2.5,7.7,5.3,11.4,3.3,4.2,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3
G,Victor Oladipo,1145,2020_21,4.0,10.8,1.0,4.3,3.0,6.5,3.0,4.5,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3
F,Cameron Oliver,1146,2020_21,4.8,8.3,1.0,3.3,3.8,5.0,0.3,1.0,1.3,4.0,5.3,1.3,0.5,1.0,0.8,2.8
F,Kelly Olynyk,1147,2020_21,4.8,10.0,1.8,5.3,3.0,4.7,2.1,2.5,1.2,5.7,7.0,2.9,1.1,0.6,1.8,3.0
C,Kelly Olynyk,1148,2020_21,3.8,8.7,1.8,5.7,2.0,3.1,0.7,0.9,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9
F,Kelly Olynyk,1149,2020_21,6.5,11.9,1.8,4.6,4.7,7.3,4.2,5.0,1.6,6.9,8.4,4.1,1.4,0.6,2.6,3.1
G,Miye Oni,1150,2020_21,0.6,1.8,0.6,1.6,0.1,0.2,0.1,0.1,0.4,1.1,1.6,0.5,0.2,0.1,0.3,1.1
F,Cedi Osman,1151,2020_21,3.7,9.9,1.7,5.5,2.0,4.4,1.3,1.6,0.6,2.8,3.4,2.9,0.9,0.2,1.4,2.0
C,Daniel Oturu,1152,2020_21,0.7,1.7,0.0,0.2,0.7,1.6,0.3,0.4,0.7,0.9,1.6,0.3,0.1,0.2,0.3,0.8
F,Kelly Oubre Jr.,1153,2020_21,5.8,13.2,1.6,5.2,4.1,8.0,2.2,3.2,1.5,4.5,6.0,1.3,1.0,0.8,1.3,2.2
F,Jabari Parker,1154,2020_21,2.3,4.2,0.2,0.8,2.2,3.4,0.8,1.0,0.8,2.5,3.2,0.8,0.1,0.4,0.8,1.0
F,Jabari Parker,1155,2020_21,1.3,2.3,0.0,0.3,1.3,2.0,0.0,0.0,0.3,1.7,2.0,0.3,0.0,0.3,1.0,1.3
F,Jabari Parker,1156,2020_21,2.6,4.8,0.2,1.0,2.4,3.8,1.0,1.3,0.9,2.7,3.6,1.0,0.1,0.4,0.7,0.9
F,Eric Paschall,1157,2020_21,3.7,7.5,0.5,1.4,3.3,6.1,1.7,2.4,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7
C,Anžejs Pasečņiks,1158,2020_21,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0
F,Patrick Patterson,1159,2020_21,1.9,4.3,1.1,2.9,0.8,1.4,0.3,0.4,0.5,1.5,2.0,0.8,0.4,0.2,0.3,1.2
C,Justin Patton,1160,2020_21,2.2,5.4,0.7,2.6,1.5,2.8,0.2,0.3,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6
G,Chris Paul,1161,2020_21,6.3,12.6,1.5,3.7,4.8,8.9,2.4,2.6,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4
G,Cameron Payne,1162,2020_21,3.2,6.6,1.2,2.8,2.0,3.8,0.8,0.9,0.3,2.1,2.4,3.6,0.6,0.3,1.0,1.6
G,Elfrid Payton,1163,2020_21,4.3,9.9,0.4,1.6,3.8,8.3,1.2,1.7,1.0,2.4,3.4,3.2,0.7,0.1,1.6,1.8
C,Norvel Pelle,1165,2020_21,0.6,1.2,0.0,0.0,0.6,1.2,0.3,0.5,0.5,1.0,1.5,0.2,0.1,0.7,0.2,1.1
C,Norvel Pelle,1166,2020_21,1.0,2.3,0.0,0.0,1.0,2.3,0.0,0.0,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0
C,Norvel Pelle,1168,2020_21,0.6,0.8,0.0,0.0,0.6,0.8,0.1,0.2,0.2,1.0,1.2,0.1,0.1,0.7,0.0,0.4
F,Reggie Perry,1169,2020_21,1.2,3.0,0.2,0.8,1.1,2.2,0.4,0.5,1.0,1.8,2.8,0.5,0.2,0.2,0.6,1.5
C,Mason Plumlee,1171,2020_21,4.2,6.8,0.0,0.1,4.2,6.7,2.0,3.0,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3
C,Jakob Poeltl,1172,2020_21,3.8,6.2,0.0,0.0,3.8,6.2,0.9,1.8,3.2,4.8,7.9,1.9,0.7,1.8,1.2,2.5
F,Aleksej Pokusevski,1174,2020_21,3.1,9.1,1.3,4.6,1.8,4.5,0.7,0.9,0.7,4.0,4.7,2.2,0.4,0.9,2.2,1.3
G,Jordan Poole,1175,2020_21,4.0,9.3,1.9,5.4,2.1,3.9,2.1,2.3,0.3,1.5,1.8,1.9,0.5,0.2,1.0,1.7
G,Kevin Porter Jr.,1177,2020_21,6.0,14.1,1.9,6.2,4.1,7.9,2.7,3.6,0.8,3.0,3.8,6.3,0.7,0.3,3.5,2.3
F,Michael Porter Jr.,1178,2020_21,7.3,13.4,2.8,6.3,4.5,7.1,1.7,2.2,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1
F,Otto Porter Jr.,1179,2020_21,3.5,8.1,1.4,3.7,2.1,4.4,1.3,1.5,1.0,4.4,5.4,2.0,0.6,0.1,0.9,1.5
F,Otto Porter Jr.,1180,2020_21,3.6,8.1,1.5,3.8,2.0,4.3,1.2,1.5,1.1,4.4,5.5,2.0,0.5,0.2,1.0,1.5
F,Otto Porter Jr.,1181,2020_21,3.0,8.3,0.3,3.0,2.7,5.3,1.7,1.7,0.0,4.7,4.7,1.7,1.3,0.0,0.0,1.3
C,Bobby Portis,1182,2020_21,4.7,9.1,1.1,2.4,3.6,6.7,0.8,1.1,1.9,5.2,7.1,1.1,0.8,0.4,0.8,1.7
C,Kristaps Porziņģis,1183,2020_21,7.6,15.9,2.3,6.0,5.3,9.9,2.7,3.2,1.9,7.0,8.9,1.6,0.5,1.3,1.2,2.7
C,Dwight Powell,1184,2020_21,2.1,3.3,0.1,0.4,2.0,3.0,1.7,2.1,1.4,2.7,4.0,1.1,0.6,0.5,0.7,2.3
F,Norman Powell,1185,2020_21,6.3,13.3,2.5,6.0,3.9,7.3,3.4,3.9,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3
G,Norman Powell,1186,2020_21,6.7,13.5,2.8,6.4,3.9,7.1,3.4,3.9,0.5,2.5,3.0,1.8,1.1,0.2,1.8,2.3
F,Norman Powell,1187,2020_21,5.8,13.0,2.0,5.4,3.8,7.6,3.5,4.0,0.9,2.4,3.3,1.9,1.3,0.4,1.6,2.3
F,Taurean Prince,1188,2020_21,3.2,8.0,1.5,3.8,1.7,4.2,1.6,1.9,0.5,3.0,3.5,1.9,0.7,0.6,1.1,1.8
F,Taurean Prince,1189,2020_21,2.5,6.2,1.1,3.1,1.4,3.1,2.0,2.3,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8
F,Taurean Prince,1190,2020_21,3.5,8.7,1.7,4.1,1.8,4.7,1.4,1.7,0.6,3.1,3.7,2.4,0.7,0.5,1.2,1.9
G,Payton Pritchard,1191,2020_21,2.8,6.3,1.5,3.8,1.2,2.6,0.6,0.7,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6
G,Immanuel Quickley,1192,2020_21,3.6,9.1,1.8,4.7,1.7,4.3,2.4,2.7,0.4,1.8,2.1,2.0,0.5,0.2,0.9,1.8
G,Jahmi'us Ramsey,1193,2020_21,1.2,2.9,0.4,1.5,0.8,1.5,0.4,0.4,0.2,0.6,0.8,0.5,0.3,0.1,0.2,0.6
G,Chasson Randle,1194,2020_21,2.2,5.8,1.1,3.2,1.2,2.6,0.9,1.2,0.2,1.8,2.0,1.8,0.5,0.1,1.1,1.6
F,Julius Randle,1195,2020_21,8.5,18.6,2.3,5.5,6.2,13.1,4.9,6.0,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2
F,Cam Reddish,1196,2020_21,3.7,10.1,1.3,4.8,2.4,5.3,2.6,3.2,0.8,3.2,4.0,1.3,1.3,0.3,1.3,2.6
G,J.J. Redick,1197,2020_21,2.4,6.1,1.5,4.0,0.9,2.0,1.1,1.2,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1
G,J.J. Redick,1198,2020_21,2.8,6.9,1.6,4.5,1.2,2.4,1.5,1.5,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2
G,J.J. Redick,1199,2020_21,1.5,4.1,1.2,2.9,0.3,1.2,0.3,0.4,0.1,0.8,0.9,0.8,0.2,0.1,0.8,1.0
F,Paul Reed,1200,2020_21,1.6,3.0,0.0,0.2,1.6,2.8,0.2,0.3,1.2,1.2,2.3,0.5,0.4,0.5,0.5,1.1
C,Naz Reid,1201,2020_21,4.3,8.3,0.9,2.5,3.5,5.8,1.6,2.4,1.2,3.4,4.6,1.0,0.5,1.1,1.0,2.6
F,Cameron Reynolds,1202,2020_21,1.2,3.6,0.6,2.4,0.6,1.2,0.0,0.0,0.4,0.6,1.0,0.4,0.0,0.0,0.0,0.4
F,Cameron Reynolds,1204,2020_21,2.5,8.0,1.5,6.0,1.0,2.0,0.0,0.0,1.0,1.5,2.5,1.0,0.0,0.0,0.0,1.0
G,Josh Richardson,1206,2020_21,4.5,10.5,1.5,4.5,3.0,5.9,1.7,1.8,0.9,2.4,3.3,2.6,1.0,0.4,1.3,2.2
G,Austin Rivers,1208,2020_21,2.9,6.8,1.5,4.1,1.4,2.7,0.6,0.9,0.2,2.1,2.3,2.3,0.8,0.1,1.0,1.8
G,Austin Rivers,1209,2020_21,2.8,6.4,1.3,3.7,1.4,2.8,0.5,0.7,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5
G,Austin Rivers,1210,2020_21,3.1,7.3,1.8,4.8,1.3,2.5,0.8,1.1,0.2,2.1,2.3,2.6,1.2,0.1,0.9,2.1
G,Andre Roberson,1211,2020_21,0.4,2.8,0.2,1.6,0.2,1.2,0.2,0.4,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8
F,Duncan Robinson,1212,2020_21,4.4,10.0,3.5,8.5,0.9,1.4,0.9,1.0,0.1,3.4,3.5,1.8,0.6,0.3,1.1,2.5
F,Glenn Robinson III,1213,2020_21,1.8,4.3,0.7,1.9,1.1,2.4,0.9,1.0,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0
G,Jerome Robinson,1214,2020_21,1.6,5.6,0.6,2.5,1.0,3.1,0.9,1.2,0.2,2.0,2.2,1.5,0.7,0.4,1.1,1.8
G,Justin Robinson,1215,2020_21,0.8,2.3,0.4,1.6,0.3,0.8,0.3,0.6,0.1,0.7,0.8,1.0,0.3,0.0,0.2,1.1
C,Mitchell Robinson,1216,2020_21,3.7,5.7,0.0,0.0,3.7,5.7,0.8,1.7,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8
F,Isaiah Roby,1217,2020_21,3.4,7.0,0.5,1.8,2.9,5.2,1.4,1.9,1.5,4.1,5.6,1.8,0.9,0.6,1.9,2.7
G,Rajon Rondo,1218,2020_21,2.1,4.8,0.8,2.0,1.3,2.8,0.4,0.4,0.4,2.0,2.4,4.4,0.8,0.1,1.8,1.2
G,Rajon Rondo,1219,2020_21,1.6,4.1,0.6,1.7,1.0,2.4,0.0,0.1,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9
G,Rajon Rondo,1220,2020_21,2.8,5.8,1.1,2.4,1.8,3.4,0.8,0.8,0.8,2.3,3.1,5.8,1.0,0.1,2.2,1.6
G,Derrick Rose,1221,2020_21,5.7,12.2,1.0,2.6,4.7,9.6,2.2,2.5,0.4,2.2,2.6,4.2,1.0,0.4,1.6,1.1
G,Derrick Rose,1222,2020_21,5.3,12.3,0.9,2.6,4.4,9.7,2.8,3.3,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1
G,Derrick Rose,1223,2020_21,5.9,12.2,1.1,2.6,4.9,9.6,1.9,2.2,0.4,2.5,2.9,4.2,0.9,0.4,1.4,1.1
G,Terrence Ross,1224,2020_21,5.5,13.4,1.9,5.7,3.6,7.7,2.6,3.0,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9
G,Terry Rozier,1225,2020_21,7.4,16.4,3.2,8.3,4.2,8.2,2.4,2.9,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7
G,Ricky Rubio,1226,2020_21,2.8,7.3,1.0,3.1,1.9,4.2,1.9,2.2,0.4,2.9,3.3,6.4,1.4,0.1,1.6,2.0
G,D'Angelo Russell,1227,2020_21,6.7,15.5,2.9,7.4,3.8,8.1,2.7,3.5,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6
F,Domantas Sabonis,1228,2020_21,7.8,14.6,0.8,2.6,7.0,12.0,3.9,5.3,2.4,9.5,12.0,6.7,1.2,0.5,3.4,3.3
F,Luka Šamanić,1229,2020_21,1.4,3.2,0.4,1.3,1.1,1.9,0.5,0.9,0.5,1.6,2.1,0.5,0.2,0.2,0.6,1.3
F,JaKarr Sampson,1230,2020_21,1.9,3.9,0.1,0.5,1.8,3.4,0.7,1.0,0.9,1.7,2.7,0.1,0.1,0.5,0.5,1.8
C,Dario Šarić,1231,2020_21,3.1,6.8,0.9,2.7,2.1,4.1,1.7,2.0,0.9,2.9,3.8,1.3,0.6,0.1,1.1,1.9
G,Tomáš Satoranský,1232,2020_21,2.9,5.7,0.7,2.0,2.2,3.6,1.2,1.4,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5
G,Dennis Schröder,1233,2020_21,5.4,12.5,1.2,3.5,4.3,9.0,3.4,4.0,0.5,3.0,3.5,5.8,1.1,0.2,2.7,2.6
F,Mike Scott,1234,2020_21,1.5,4.1,1.0,3.0,0.5,1.1,0.2,0.2,0.2,2.1,2.4,0.8,0.5,0.3,0.4,1.4
G,Jay Scrubb,1235,2020_21,3.5,9.0,0.5,2.3,3.0,6.8,1.3,1.3,0.5,3.0,3.5,0.3,1.0,0.0,1.8,1.3
G,Collin Sexton,1236,2020_21,8.8,18.4,1.6,4.4,7.1,14.0,5.2,6.4,1.0,2.2,3.1,4.4,1.0,0.2,2.8,2.6
G,Landry Shamet,1237,2020_21,3.0,7.5,2.1,5.5,0.9,2.0,1.1,1.3,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5
G,Iman Shumpert,1238,2020_21,0.5,2.0,0.0,1.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
F,Pascal Siakam,1239,2020_21,7.8,17.2,1.3,4.4,6.5,12.8,4.4,5.4,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1
F,Chris Silva,1240,2020_21,0.7,1.1,0.1,0.1,0.6,1.0,0.7,1.0,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6
F,Chris Silva,1241,2020_21,0.8,1.2,0.1,0.1,0.7,1.1,1.0,1.4,0.6,1.6,2.3,0.5,0.1,0.5,0.8,1.8
G,Ben Simmons,1243,2020_21,5.6,10.1,0.1,0.2,5.6,9.9,3.0,4.9,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9
G,Anfernee Simons,1244,2020_21,2.6,6.3,1.9,4.4,0.8,1.9,0.7,0.9,0.2,2.0,2.2,1.4,0.3,0.1,0.7,1.5
G,Deividas Sirvydis,1245,2020_21,0.7,2.0,0.5,1.4,0.2,0.6,0.2,0.3,0.0,1.5,1.5,0.3,0.1,0.0,0.3,0.5
F,Alen Smailagić,1246,2020_21,0.7,1.8,0.3,0.7,0.5,1.1,0.1,0.4,0.4,0.7,1.1,0.3,0.2,0.3,0.3,0.7
G,Marcus Smart,1247,2020_21,4.2,10.6,1.9,5.9,2.3,4.8,2.7,3.4,0.8,2.7,3.5,5.7,1.5,0.5,2.0,2.6
G,Dennis Smith Jr.,1248,2020_21,2.5,6.3,0.8,2.5,1.7,3.8,0.8,1.1,0.5,1.9,2.4,3.3,1.0,0.6,1.1,1.6
G,Dennis Smith Jr.,1249,2020_21,0.7,3.3,0.0,1.3,0.7,2.0,1.7,2.0,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3
G,Dennis Smith Jr.,1250,2020_21,2.8,6.8,1.0,2.7,1.9,4.1,0.7,1.0,0.6,2.1,2.7,3.7,1.0,0.7,1.3,1.7
G,Ish Smith,1251,2020_21,2.9,6.8,0.4,1.1,2.5,5.6,0.4,0.8,0.5,2.9,3.4,3.9,0.7,0.3,0.9,1.4
F,Jalen Smith,1252,2020_21,0.8,1.9,0.1,0.6,0.7,1.2,0.2,0.3,0.3,1.1,1.4,0.1,0.0,0.2,0.3,0.6
G,Tony Snell,1253,2020_21,1.9,3.6,1.3,2.3,0.6,1.3,0.2,0.2,0.4,2.0,2.4,1.3,0.3,0.2,0.4,1.6
C,Ray Spalding,1254,2020_21,1.0,2.0,0.0,0.5,1.0,1.5,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5
F,Lamar Stevens,1256,2020_21,1.6,3.4,0.1,0.6,1.5,2.8,0.9,1.3,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3
